Egap,Id
4.8961,3912
2.4558,2764
4.6509,9706
4.1065,9549
6.2223,10389
0.467,6099
5.0865,11940
4.1080000000000005,12590
2.3243,2000
0.9785,9959
1.3773,10428
1.8637,9539
3.4342,3900
2.7758,5937
1.3511,4952
0.4206,10855
2.1976,10600
0.1036,12360
1.9253,3660
3.5681,928
1.0245,1170
2.1612,3257
2.0827,623
2.356,9331
1.3086,13546
1.5135,1209
2.1499,10300
2.8,3950
1.0195,11315
1.4196,1113
1.7706,2730
2.2717,1465
2.5380000000000003,12876
1.7996,3129
2.3743,6572
3.0622,1586
3.6453,8815
2.0795,13167
2.9810000000000003,3500
2.294,4360
0.7524,3859
1.7709,5317
4.3983,3311
3.5597,9206
2.3133,2282
4.9663,6800
0.9033,13597
2.408,13491
4.5824,6054
3.2501,7028
2.1261,11022
2.5398,2558
2.5389,12142
5.619,634
1.2271,10799
1.6227,10575
0.8590000000000001,13228
2.1112,10722
2.3069,13327
3.4823,12931
4.7796,6149
2.2168,4308
2.5758,1735
6.6597,4973
1.0415,11359
3.8679,10816
3.1625,7604
3.3816,1121
1.0525,8141
0.4228,5361
3.2053,7791
3.805,10986
3.162,8077
1.5108,12925
0.7522,3260
3.3317,13129
3.8508,13446
6.7006,5022
5.5033,7221
3.0012,1364
2.8042,1768
1.4415,3656
6.6592,3168
1.0517,1280
0.5634,12928
1.3802,3618
1.1257,190
1.7862,12063
0.092,4055
3.4148,12540
5.2937,340
5.0386,10256
1.5056,1211
5.2433,3930
1.5292,13532
0.7893,7878
1.4581,4167
5.2167,8083
0.5152,12413
0.64,10578
0.9353,8621
2.4506,8650
1.4401,4854
0.2308,2216
2.7714,6287
5.4634,12351
4.8192,10933
3.2719,5087
2.31,10245
0.6364,9245
1.7679,12425
0.5529999999999999,1078
1.9195,5054
1.2132,7214
5.1525,11675
2.1528,6837
3.1492,7381
5.3263,3305
4.2196,11381
1.0618,13534
2.1365,709
0.2261,11713
3.1634,5399
2.3976,9498
0.4336,12971
3.4115,679
1.8013,3622
2.7586,2501
4.6581,13403
4.8087,11480
3.3479,2233
6.9302,12157
4.1432,3853
5.0345,13344
2.8437,13712
0.4267,282
1.3901,12711
0.3425,8191
1.2118,4070
1.7662,10871
0.5131,8717
3.3917,2370
0.6494,9825
0.491,10604
1.4395,8706
3.1019,4606
1.2177,13772
3.3957,1190
2.8762,8041
3.2345,10469
1.3167,12854
1.5131,1946
4.6377,11208
1.0915,2486
1.4444,13559
1.1025,2680
0.8183,10384
1.022,6604
3.1761,1720
2.6423,2136
6.93,13086
0.7836,9731
5.5238,6605
3.5881,3805
0.5551,11586
3.1126,1699
5.0999,12682
0.5506,8000
1.6676,13147
5.1425,1403
2.5498,4520
2.8947,8985
0.1883,13303
2.8914,3988
2.0935,8458
2.379,2182
3.0743,1848
1.7332,12308
2.6449,11238
3.8216,10470
6.5008,13325
4.1613,13322
0.6923,6849
6.0394,3123
5.9138,4035
4.2996,10221
2.0285,3796
0.9057,12901
4.968999999999999,3170
1.4735,7052
2.6364,5801
4.7041,10462
2.6814,6916
0.3492,1396
6.3968,715
1.9215,7433
2.5512,9616
3.9769,4062
3.6584,13648
0.2811,13336
3.4118,8867
0.9526,6421
1.4675,11233
1.0617,12085
4.0639,6327
0.5954,767
2.056,2974
2.9109,4777
0.4693,5753
2.4464,6557
1.2131,6881
3.5619,9955
4.3155,558
3.1021,9371
1.0171,11398
0.3976,11645
4.454,5405
2.182,13358
1.7176,10364
0.3576,1409
1.3843,1926
1.7051,6825
0.8271,7044
2.2488,6838
3.3339,12775
2.0035,2340
0.2916,2471
0.9199,11739
3.0225,926
2.0659,11319
6.5369,1630
1.0551,7353
4.9449,4872
2.8134,7651
2.1099,876
2.1069,2945
1.215,7835
2.575,12491
0.5173,4536
0.5495,9188
3.4738,7901
0.9737,1179
0.3603,11142
6.0659,6991
4.2447,10551
1.1012,8482
6.9647,9233
2.3834,4441
2.8760000000000003,13427
2.0697,4039
1.4611,1376
2.4101,2826
2.622,991
1.216,13494
0.8629,6298
5.5739,1734
2.1222,8142
1.4951,6930
1.7273,9658
2.1766,1171
0.8808,13111
4.6569,10795
0.4251,7093
2.8683,8450
3.3312,2094
2.069,2334
2.3523,11420
1.979,1479
4.0814,13555
2.1248,12110
1.8551,2310
5.0778,10088
2.6125,2852
0.9564,2623
1.649,12294
1.6112,5212
0.9523,6976
2.9082,5079
2.3829,5498
3.634,7165
3.5598,2696
1.9032,13331
2.9929,4258
1.9488,10970
6.1029,8734
2.635,12679
2.293,4540
0.8934,1354
3.5888,13269
2.6855,7757
1.9266,10899
0.8309,8922
1.778,216
0.2794,7432
2.7834,3557
1.3564,3844
0.929,3051
1.0979999999999999,5256
0.3885,5238
4.2104,684
3.1038,3146
0.5727,1538
1.686,13714
1.1473,3971
4.0533,12459
7.3216,9830
2.173,6241
2.4681,4592
0.2234,1871
1.3618,4366
3.9759,10634
1.7401,7019
4.4162,3390
5.8719,5288
3.0429,12062
1.143,12338
0.9072,13507
0.3136,13377
6.3508,7412
2.9076,3865
2.0781,573
6.6202,8987
3.7272,9550
6.332000000000001,11490
0.8037,2601
2.6977,7580
4.3852,13645
1.9812,6634
0.7459,8519
0.4896,11019
3.2288,2314
2.03,12766
0.8874,7062
1.3672,2735
3.2659,8857
1.5603,7570
2.3729,9203
1.5692,4487
3.333,5941
2.3982,9786
3.0767,1472
1.0965,5401
4.4963,8637
1.5948,7597
2.2071,12207
2.8222,10730
1.5619,5167
4.0036,2537
1.3985,8071
1.2389,2891
1.9888,5841
1.9065,6972
5.2318,9152
1.9183,13781
2.2874,2448
0.4475,6862
1.9511,13002
2.5543,6010
3.4455,9394
0.3074,3105
3.9661,9997
2.6705,10957
2.5598,5469
5.4765,11846
1.7964,770
5.3455,7408
4.2091,2297
0.6023,2347
4.0077,1866
2.161,11864
2.7018,1565
3.8612,2060
5.4983,13703
1.1774,1560
3.6364,10531
0.746,10529
0.4449,2629
0.7642,5350
3.2141,5017
2.0432,7303
0.9858,7741
4.7129,7603
2.6045,5008
2.6103,4483
4.147,10371
0.7440000000000001,12810
1.5013,11125
3.0941,4961
0.7397,11355
0.22399999999999998,8820
3.6838,5316
2.7634,4967
1.2754,808
1.6333,3175
3.4732,1614
3.7326,11411
0.1045,4342
1.5055,5606
2.1641,9966
2.5236,1766
4.2173,11051
0.7638,10054
1.8753,2875
1.3346,842
0.6882,5617
1.7003,1688
2.1388,9604
7.229,4447
3.0583,8545
1.0981,5772
2.0051,1232
0.3988,4705
1.3891,1769
0.1686,5101
1.4137,4451
3.7986,9510
1.0024,3109
3.7839,7773
1.8955,9256
4.0339,7960
0.2603,5276
0.607,7990
1.5496,877
5.4841,11985
1.2830000000000001,6754
5.1565,10756
6.3746,6361
4.5771,7056
3.0488,7388
0.1578,9215
1.3232,2071
0.4542,2750
1.2829,6840
2.4819,2298
4.8782,13423
0.3336,6861
3.2488,8913
4.3743,1192
0.9294,12082
1.0391,5670
4.1983,6964
1.7591,4457
1.1372,3798
1.5125,6841
3.2913,8282
3.4492,3524
1.7001,6258
0.4754,13187
1.2787,11266
0.302,11094
3.0715,6539
0.8836,12870
1.1806,969
2.787,5942
4.5499,2108
5.0409,124
2.8966,2980
3.2862,6299
3.3752,13105
1.016,8138
0.2396,7941
1.5255,9598
2.8836,5244
0.462,539
3.8984,13752
0.1555,291
0.9607,4462
4.3897,7629
0.442,10949
2.4723,3759
1.1675,9893
1.3529,5839
4.1399,3561
3.6310000000000002,12686
2.7955,102
0.1493,6223
1.335,40
0.8867,8069
0.7039,2939
0.7065,4527
1.1424,2408
1.2723,5692
0.5089,277
3.9776,2413
2.5813,2519
2.9622,7548
4.1848,11459
6.271,4103
2.0503,11489
2.3868,2128
2.2295,6438
5.2073,6926
0.9687,6376
3.1126,13000
0.7251,13618
1.4319,5553
2.9569,10336
4.1393,10702
1.9291,2084
1.5443,9022
1.7769,13733
1.6758,11218
1.9527,893
1.6976,445
4.2403,2986
0.841,7076
4.2293,12855
1.2518,3221
2.4161,8435
1.8305,9401
1.9029,10445
3.2153,5672
4.0649,9129
1.9987,2896
0.9983,10391
1.8486,5346
1.0375,9920
1.3782,7267
4.5555,134
0.6952,12291
0.5743,9006
2.8745,2712
3.6914,1017
0.3017,9716
2.7442,6096
5.2422,10669
1.2582,7352
1.7774,12949
2.645,476
3.8206,9775
2.3093,8572
0.0998,9187
0.5362,10607
4.2052,13254
0.72,6695
3.5587,643
0.7749,5511
1.0141,13132
1.331,4119
2.0951,5412
0.7170000000000001,10225
2.1721,12525
5.0649,54
6.774,4201
1.9978,103
3.2887,8525
3.9703,3473
1.959,4570
0.8428,1323
5.0214,13409
1.892,11764
0.3984,1797
3.8573,9789
0.2391,7842
1.3199,12803
4.025,10191
0.8052,9154
2.6493,9898
2.3828,7348
0.5451,6005
1.6939,4145
4.7529,5871
1.3744,1345
0.7949,13744
4.0116,1253
2.1396,7623
1.8334,548
0.794,8434
1.2101,3690
2.1071,5179
0.4024,317
0.1151,1047
2.5949,12490
2.0432,5273
2.1983,10277
5.3667,11495
0.6135,12888
2.0084,2040
5.3239,7554
4.5305,2129
0.4348,8870
2.5202,6335
5.2865,5525
2.1503,5875
3.1365,12826
1.96,11474
3.1564,4136
1.9974,7788
0.7031,3250
4.3714,8063
1.2357,9844
1.3226,5889
3.0764,8075
5.3749,6161
2.7524,9034
3.1104,2104
4.0014,1437
0.9717,13338
2.658,8021
1.374,6504
1.1134,1847
0.6903,5785
2.5859,3462
2.1625,7361
4.4725,9420
1.9406,9199
0.9617,6737
2.9553,8413
4.0969,11525
2.992,8384
1.9308,3275
1.992,290
4.3363,6168
0.7229,6369
7.1318,6476
4.0921,8073
4.0372,8968
4.2085,2372
4.5799,9827
3.4489,10313
1.4162,2837
1.9348,12760
3.2512,13767
2.917,12957
2.7079,5402
1.3104,8762
1.6168,12371
1.0866,12393
1.6437,12183
0.9018,6790
4.8316,11517
3.9202,13735
1.1259,7625
4.824,10335
1.4385,6945
2.4930000000000003,9744
1.9023,818
2.6005,8854
6.8988,6418
5.1256,6211
0.0935,6141
3.7680000000000002,7259
3.4311,2152
2.6710000000000003,3135
4.2957,4728
3.4691,540
2.0802,11750
2.3992,8933
2.6385,2080
0.6542,6328
2.0006,6633
1.4019,7022
2.22,3977
1.1797,8541
3.3319,6337
4.9747,11144
2.3975,4826
0.631,10261
3.9836,9450
5.7004,8447
2.6414,8456
3.2586,1589
5.535,11141
1.5437,7870
2.6768,5639
0.6854,3578
6.0681,7482
0.9875,12822
4.3572,4260
4.646,4577
0.1978,1398
1.7278,9020
2.318,4812
1.2167,8959
4.4988,12281
1.9546,5053
1.5933,9937
5.922999999999999,7602
1.114,13475
3.6604,12716
3.3771,5736
4.9813,12849
1.4611,12830
4.6743,7435
1.2177,12130
0.7979999999999999,3372
0.41700000000000004,8251
3.4151,2614
6.5057,3778
3.6259,8436
3.1777,3665
2.6971,2888
3.4825,782
5.1497,5816
0.5951,8967
4.2467,12494
4.5941,5073
4.0849,1165
1.3297,13829
2.8478,11271
1.4088,8348
2.3733,6290
4.8567,1438
2.9852,11032
3.3298,694
1.4243,9962
2.4259,8313
6.5389,2873
1.1509,7841
0.6357,13520
4.6002,6138
0.9702,10647
2.5946,1107
2.3915,3276
0.3853,7226
5.6409,13051
2.4045,8090
2.1454,6996
2.5338,7294
2.3139,3215
2.7393,10492
4.1714,10943
0.154,278
1.9801,4832
1.6476,7667
0.5246,9303
0.8897,5472
0.2818,3103
1.0995,521
0.9296,5429
6.3143,12261
1.2875,7787
2.6363,13043
3.0154,11711
3.6791,4320
0.5522,4472
0.5528,1612
2.64,1570
3.4725,1333
4.1563,10715
0.2343,10646
1.4409999999999998,2308
0.1743,8772
2.3148,8466
1.5709,7671
1.7855,1731
2.6261,8461
2.5792,10144
1.1911,1277
1.8426,7190
3.4605,13466
2.3671,4760
4.1128,5503
3.9296,7195
0.6375,13692
1.5964,2635
2.2218,995
0.1007,4955
3.1457,5886
2.0693,11624
0.2582,1454
0.8158,8105
2.8861,3364
2.0669999999999997,6180
4.6664,10993
5.8143,620
0.9127,9353
4.2598,12250
0.2551,10742
5.7273,6585
0.1102,6720
4.1314,5621
1.7442,11564
3.1547,951
5.4329,6382
1.0211,4426
5.2348,9276
3.054,8746
4.6677,862
0.9046,1056
1.5761,13805
4.9374,5782
0.5599,11323
2.7969,3735
2.7352,7295
2.5841,12858
3.5643,6359
5.5116,1412
0.2597,10922
2.5732,7192
3.6406,11665
4.0566,5793
3.6726,704
3.7163,7445
0.9237,9055
1.3845,4569
2.4495,11866
1.1857,5499
1.0289,10402
3.4424,3852
4.6986,3346
1.1116,7453
1.7009999999999998,7868
3.4253,8725
5.5341,12814
2.0459,12905
5.5115,8117
0.9779,2924
1.3395,11729
2.7143,7246
1.0239,1061
4.3353,6323
0.2034,5956
4.0732,1740
0.5001,12917
1.8964,12519
1.4528,7856
3.8687,4371
1.1296,3591
3.6805,2442
2.7993,7781
4.3667,1296
5.2083,3469
4.5459,5029
2.4379,10398
2.6107,10323
1.9868,9665
2.1212,5863
3.1229,11498
3.9407,73
2.7757,6236
3.4152,2322
1.8516,12860
4.2567,2186
0.7512,8344
1.1642,4991
5.1321,12589
4.8473,8136
3.1011,3847
2.2168,7141
2.2751,3953
4.3326,8310
1.8704,9198
1.4433,12999
1.1386,8489
0.7937,6659
2.8293,6061
5.53,1303
3.4010000000000002,1159
4.0201,3607
3.015,6120
0.4076,2612
2.75,7407
2.3141,7982
4.1577,304
0.7923,8297
0.3328,5468
3.4953,3077
3.1528,10386
2.1275,6801
0.5258,11139
1.4563,11613
6.3522,6839
0.7202,4318
2.1538,7991
1.4723,10901
2.6532,7483
3.6501,9253
3.4079,8389
2.1654,10421
4.1683,11392
4.1177,9085
3.7621,4892
1.6241,11978
0.4259,12618
3.4452,3654
2.9445,2148
0.8783,301
2.6635,4168
4.6016,8533
2.6619,12784
3.8518,2648
3.6005,7961
2.2561,196
2.5748,7912
0.3341,10610
1.9541,496
2.2279,2999
0.2385,5516
0.4242,12189
1.6148,11615
2.7863,11325
1.7506,10694
3.245,1451
3.9730000000000003,11793
2.9584,105
0.8182,1231
3.5096,13663
1.6709,2547
4.0982,7375
0.7661,11827
2.6935,12357
1.2008,9841
2.8395,11451
2.3038,12333
0.1755,4340
2.2464,10821
2.7381,3821
1.653,2962
2.3589,266
0.5499,870
2.2286,9595
2.0312,4641
5.1228,7063
1.6142,10923
2.4096,3494
0.1294,1756
4.2633,10163
1.8298,88
0.6975,4446
0.728,8799
2.5076,888
2.9197,12767
3.4598,8390
2.2019,3187
4.367,8228
0.7896,1003
3.3058,1989
0.3537,11163
1.8118,4741
0.8239,13376
4.0183,332
0.1475,4756
3.9884,4221
1.7847,7125
0.9494,11448
1.7126,11475
0.2198,4659
2.8002,1928
2.4777,8635
2.7066,4273
4.9462,11350
2.464,11523
2.5647,11161
3.2238,1374
1.4833,12482
3.5775,2725
2.1264,5739
2.6427,13262
0.7808,5463
4.0034,12899
1.2683,8757
1.9344,11138
1.8551,6118
3.1787,7702
5.5639,3589
2.7542,4638
4.3889,12975
5.3063,7298
1.1223,4532
1.2978,7147
1.9616,4217
2.7359,1749
1.2682,4775
0.4092,12787
2.3603,7899
1.3914,11884
4.4642,1292
4.6412,8779
1.4959,6562
0.2534,5947
0.3168,7289
5.0411,5377
2.3209,8752
4.8726,12734
2.2187,231
3.3560000000000003,9793
3.7895,8097
0.7583,8323
0.6643,9
1.5724,6117
3.7493,113
0.8677,2227
0.513,5521
3.9642,1695
0.8783,9244
4.5996,2804
2.1471,12408
2.6793,4818
2.3848,12133
2.8856,10426
0.363,12640
0.8348,9158
1.9511,5812
3.838,3283
3.693,512
1.0516,7458
1.1647,11269
1.5553,8952
2.8568,1733
5.0478,3004
3.965,12868
4.0709,198
3.8507,6820
0.5335,6043
3.3584,10513
3.0315,12305
1.1177,7476
3.8995,4982
0.3109,10813
4.1084,7039
0.8354,2673
0.8237,10405
1.3621,10890
0.4136,165
5.2539,12923
0.74,7588
2.5314,11437
5.8636,2878
0.7589,6921
1.0896,267
1.7968,559
7.441,10280
2.1405,5068
1.3496,4367
2.9651,7442
1.3491,13484
1.0097,597
0.301,1814
5.348,10984
1.9812,11231
0.5114,6583
0.9089,5012
0.53,9079
1.5103,6326
0.7592,5466
1.604,9625
1.6069,9576
6.4626,10167
4.9524,7053
2.0448,666
1.3848,8486
0.6938,395
6.8856,2345
1.3159999999999998,3212
2.6853,12440
4.2228,4247
5.4716,4815
5.8785,6727
2.9592,13301
3.3531,5183
1.8329,4887
4.8972,5494
0.4742,11353
0.7234,5010
3.1527,1362
0.3835,12145
0.7085,9405
1.7845,10676
3.2685,9546
2.1704,1635
1.4541,1095
0.0903,7045
2.8021,5192
3.6437,12569
0.6078,2410
4.9002,12771
1.2754,5398
1.1544,3873
2.2929,11374
0.3224,13526
0.529,9497
1.4676,9434
1.6356,10291
0.1171,1096
1.1177,9290
0.1471,12149
1.3157,7340
2.0767,9571
3.3478,6187
1.9917,6739
5.0576,7084
3.011,6413
4.4593,326
1.0112,7390
0.7395,3148
1.7858,5711
3.6418,5527
0.2364,5734
3.5439999999999996,6606
2.6886,3440
0.4235,6402
2.3866,1072
0.8292,12637
3.0479,12265
1.6578,7486
2.9553,8571
1.0643,11876
3.4701,5844
2.9393,10009
1.5299,11201
0.855,174
4.9371,11795
2.5989,712
2.2268,9464
0.6146,9216
1.8926,9560
0.8429,7522
3.221,5552
2.3957,5754
5.3305,10083
7.0936,1900
1.9888,3597
3.8510000000000004,4761
2.8645,692
3.4431,1316
2.9464,10996
5.5462,4196
4.0755,9457
3.7598,1180
1.3527,12533
2.7172,5442
2.208,10521
2.7938,13574
0.3651,3288
0.3737,12244
1.6536,13175
0.5203,2440
5.2349,3183
1.4549,5352
1.8669,1289
5.204,13267
0.1552,6296
1.3092,1073
5.3801,11792
3.2460000000000004,10662
4.5125,6234
0.6899,12629
1.7571,4923
1.263,11815
3.4818,8245
3.0495,7020
2.2034,8022
2.2291,7026
0.0983,11044
2.7503,5082
2.2336,5735
3.0546,5201
0.9598,13436
1.9648,12375
1.7987,5134
2.4641,5747
3.4004,7695
0.2632,618
4.7326,8156
0.8668,1408
2.7557,5480
4.1246,69
4.0035,7250
1.2218,5708
2.5749,12312
1.4705,11362
2.5882,5877
2.4887,4316
1.6864,8497
3.148,7135
1.5379,1379
3.0015,5305
0.2423,11647
2.6978,7418
4.565,11122
0.3132,8358
0.9152,3281
2.6951,6132
1.4115,4291
2.8272,5141
2.9730000000000003,11259
0.7645,4324
3.0068,3226
2.5252,3316
1.7734,10670
4.0072,4416
2.3956,1117
2.9496,3688
0.0946,10338
4.6052,7932
1.5764,5095
0.8898,12068
2.5340000000000003,1761
2.8616,11790
3.4228,10714
2.8632,4241
1.9592,12932
5.5316,1744
2.1244,13826
5.008,831
1.2093,13590
3.8396,1512
2.4716,2119
2.5762,3939
2.0759,451
3.1418,1404
0.6284,13552
0.1624,1839
0.5892,1726
1.7894,11382
2.9236,9387
4.7017,283
0.8736,13563
1.9155,4645
1.4395,5725
1.0546,1980
3.9911,1174
3.2586,11627
3.0178,12945
3.4939999999999998,6802
0.5561,9730
6.5599,2303
3.1945,309
5.9442,4293
0.9496,2371
0.2426,11406
1.3635,11018
1.3675,3035
5.4129,8627
1.5509,2571
0.5105,10216
1.1154,7185
2.6251,8880
1.3808,4449
4.239,10605
4.1778,2989
5.1692,3718
4.1167,2294
1.222,11839
0.8318,7782
1.7276,11031
1.1182,12893
2.6042,5224
1.153,3270
2.3888,339
1.3199,2378
0.2614,3766
0.092,9981
1.3567,12492
1.6625,13316
0.8209,13465
3.8468,4142
1.7990000000000002,2950
3.7768,3365
1.2122,6899
0.5524,11510
2.6999,10350
3.0749,3073
4.7212,12011
0.4453,10257
2.2644,8755
0.8417,2854
1.5868,1157
4.7038,4502
6.0297,6025
2.5588,13717
1.3246,4682
2.2533,8827
1.3977,11198
3.8185,12457
3.7761,10518
3.8332,8919
2.5218,13742
4.4728,5194
1.4356,13804
1.4853,10878
5.4519,7444
4.4602,2169
3.1172,4305
0.585,11842
5.1433,721
2.7856,366
2.6645,3466
3.7519,6063
2.9057,4568
2.4832,12916
0.4048,9785
2.5359,11275
2.3885,12441
4.5854,9402
1.8502,10367
2.5016,11303
2.05,8810
6.2166,6595
0.2016,10505
0.2675,11254
0.2541,10852
2.6986,3577
4.3607,5597
3.4443,7301
3.7523,3014
1.8486,10914
2.6051,9338
2.0213,227
2.7769999999999997,5640
0.8647,2054
3.805,12536
1.4187,5226
6.4201,7480
2.862,6288
1.6457,11403
2.1588,4346
4.6389,2267
0.7427,9718
0.3039,12563
1.7375,6045
1.9704,6984
3.4123,10101
5.6319,12255
3.3533,10287
0.9753,2781
3.0616,3387
2.7541,2621
0.7822,11780
2.1315,1975
4.9313,976
3.9261,3244
2.1252,6803
4.3333,1507
2.0518,4393
1.3369,12025
1.2023,7131
1.1825,6687
1.5249,3771
4.4113,8736
2.3179,1741
1.2507,8918
5.2146,13014
1.2815,2937
1.7925,13174
2.1168,9942
0.3243,7818
0.2177,12645
1.4275,12947
4.6743,9857
2.8076,8872
2.4143,1979
3.0032,9660
1.9534,466
0.5981,10422
2.2126,4846
5.2212,3159
1.5705,1701
5.9397,813
3.4863,8975
2.0169,9533
0.8107,7481
1.3502,2032
2.8619,8263
0.8535,4405
1.2790000000000001,6436
4.0973,9327
2.8497,12772
1.3663,3937
0.3579,11199
1.6283,11175
4.7701,4939
2.8263,10220
5.209,10683
1.1338,1596
2.3113,13725
4.2781,8997
0.6967,10618
1.818,5964
1.6292,3350
1.1843,8907
5.2355,10155
4.3076,11636
2.7733,1197
1.6905,10987
5.3685,13106
1.7253,6963
2.7393,8996
3.9482,3521
2.7594,4870
0.5232,5589
0.8785,9174
1.4463,1010
1.2890000000000001,7108
1.851,11338
2.1622,8205
1.3947,6173
3.9176,12483
3.1894,4414
4.8233,6128
0.653,3499
2.846,3247
4.2459,1140
3.7821,5187
3.3235,5234
1.0156,6610
5.4433,13700
0.1823,38
4.7432,4069
1.796,8619
2.3069,12377
0.2668,9874
1.8759,11562
1.9229,9723
5.6252,6581
0.3419,4522
3.1093,7645
2.3535,3047
2.5652,6246
0.4398,8986
4.6841,4339
1.3534,12302
2.4409,4889
0.29,6017
2.9326,11377
1.1969,8881
2.1739,8316
6.3052,3639
3.8058,9213
4.3697,738
0.7356,4345
5.9215,1876
1.339,7119
0.0873,6778
4.0129,821
2.0139,7687
0.9258,12600
3.0475,478
2.2648,3605
2.5915,7060
3.3492,13389
1.8728,10032
1.4569,318
2.8376,15
1.8679,795
2.3831,1295
3.1902,12764
1.6751,10591
0.6025,5081
1.2752,5065
2.1327,1530
5.2165,13116
1.1044,1683
1.6165,2570
5.8647,2758
3.215,1815
1.9280000000000002,9525
0.7002,4747
1.0019,11006
2.3681,2150
4.2949,817
0.8640000000000001,12799
2.3693,6580
0.3313,11622
1.6369,13656
4.7248,6957
4.7342,4002
3.8732,7121
4.6527,1798
1.8364,13611
2.3862,2639
2.8943,5665
0.7844,2423
2.9672,7263
6.9501,9805
0.2766,4603
3.0562,6253
1.0851,1360
4.5401,6716
2.3191,11644
1.1933,8480
4.3352,9806
1.172,12728
2.5479,11358
0.1855,10678
1.6062,1373
2.7447,4496
1.745,13006
1.5997,1314
3.9518,281
2.8282,9278
1.8077,4971
4.6063,4837
4.3531,1110
1.9677,1590
2.7998,252
0.4702,11250
1.9687,1937
4.7252,12534
1.2824,1133
1.8712,6151
2.483,8334
2.6446,7115
1.2366,6866
2.6719,6315
3.4275,11971
1.5934,11705
1.3514,13349
4.9839,8079
3.7892,12299
3.6904,2641
2.4988,4823
0.2468,6144
3.7846,4262
1.4172,11409
0.1765,8177
2.1423,4428
2.2595,9720
1.3046,19
5.4212,8327
4.1705,5421
5.7065,25
4.8011,6121
2.8515,7475
5.4308,12824
3.4204,3934
1.5941,10903
0.7793,7140
2.9548,3358
3.9053,5390
2.4332,7139
1.7498,2009
2.1402,3738
4.4256,3707
2.0637,11942
3.217,8670
4.9222,9722
2.4059,1903
1.3705,1656
1.8192,3917
3.1486,1131
2.2822,8197
0.4839,13713
2.4017,10519
3.2388,1529
0.5773,6374
1.2729,7154
3.9725,7838
0.6175,3216
1.45,5137
1.8729,648
5.5011,9911
5.9041,979
3.9353,11293
3.1333,1270
1.0225,8201
6.3701,1963
0.7645,47
3.2323,11567
3.5895,5730
1.3458,12582
2.5226,6854
0.9277,12210
4.005,8265
2.8310000000000004,2773
0.0924,12190
4.379,13681
3.8745,13049
0.3442,10082
1.3071,10874
1.0973,3811
1.8812,1492
3.0687,6679
4.7264,5486
0.9206,1833
1.5685,2097
2.7705,4508
0.4457,6377
1.3776,617
2.7375,917
1.4488,1941
5.6753,949
3.4338,7073
2.5576,10895
1.7559,6728
1.8203,10706
1.1168,10850
2.4642,2683
2.1602,11383
3.9282,4266
2.052,10666
1.4728,6931
3.7931,9252
1.4743,6425
3.4572,3731
3.1877,274
2.5774,7169
0.6374,11689
1.7028,10361
2.9591,8596
0.8731,1129
0.922,12580
2.3723,6457
0.3034,4338
2.2687,12467
0.4792,11600
4.9887,5161
0.9794,3439
1.5455,143
4.5182,5679
1.6002,13233
0.9475,13036
2.158,8113
4.3307,10303
0.1849,3108
2.0706,13292
2.1559,2132
5.0108,6864
0.1836,10252
0.6536,6468
0.1878,3531
2.2894,9954
7.0962,8890
6.3567,13079
4.1744,8950
2.4654,636
1.4787,9783
1.1787,6392
1.7939,2195
4.5197,8326
3.0131,8902
1.2241,8033
3.2779,13113
2.6864,3186
0.6933,11662
0.6284,3736
1.0461,7705
0.2667,1448
4.4237,2044
2.9786,8388
3.7903,10886
1.0751,5569
0.695,11100
1.9768,12448
0.324,10507
4.0778,3737
5.5101,149
4.716,6999
4.4091,1176
1.8939,4852
3.0544,1245
1.051,5122
1.1344,4470
3.9925,11515
2.3871,10203
5.8025,8289
0.6983,13754
5.611000000000001,7964
2.1314,12088
2.2824,388
1.2913,1230
1.3118,11416
1.9772,8328
1.1602,8628
2.6519999999999997,12382
4.0153,12731
2.6439,207
4.4126,10126
1.558,6439
0.8013,4452
2.354,10000
0.701,1643
3.9128,3661
2.2661,2841
1.3437,11742
0.1362,6892
0.5992,11629
2.1917,5019
1.6031,13610
1.9282,9192
2.8834,9223
0.2031,13288
2.9715,10775
2.9889,7817
3.8746,13766
2.6321,10864
0.6397,12433
1.7663,5242
2.1566,4018
1.3169,11045
2.4431,13135
3.3388,1382
3.7855,7287
4.276,11078
0.8281,7402
1.0493,5205
1.3898,11604
2.6967,13554
2.9488,1424
3.04,2335
0.128,11454
5.169,8583
0.1679,6446
1.0588,939
2.1953,6544
5.1155,1860
3.2981,6051
3.7687,3157
2.9821,12960
1.9014,7326
0.1538,7686
3.1303,6894
3.1349,1693
4.8442,2545
1.5531,13467
2.3038,10045
3.4734,7875
2.3116,6259
1.3007,2577
3.1721,11778
2.4107,9040
0.1964,3702
2.8722,1052
4.2365,3385
2.2491,12992
1.7515,1447
2.6086,4594
3.5945,4404
4.3718,1748
3.5478,9562
7.1658,7000
3.3066,10248
0.3078,12566
3.6479,5572
5.6433,11916
2.1155,3501
2.4989,2270
1.8913,12981
3.1773,185
3.7087,6022
1.1396,8653
0.152,6530
1.9226,3405
4.3023,13291
4.8514,12651
1.5595,10212
1.2352,13268
3.1116,6160
1.4461,6331
1.9680000000000002,7676
0.1424,9751
0.6346,3596
1.7808,12880
1.4927,6260
2.7999,12343
1.5592,2170
4.1099,1258
5.9978,11404
2.0481,6041
3.1361,7237
3.9906,5182
2.319,9368
0.6253,12647
3.8273,8648
2.5925,2154
5.8499,4842
0.7496,8679
3.185,1266
1.4774,5610
